subject_id,p_1k1b_NLL,p_1k1b_AIC,p_1k1b_BIC,p_1k2b_NLL,p_1k2b_AIC,p_1k2b_BIC,p_2k1b_NLL,p_2k1b_AIC,p_2k1b_BIC,p_2k2b_NLL,p_2k2b_AIC,p_2k2b_BIC,l_1k1b_NLL,l_1k1b_AIC,l_1k1b_BIC,l_1k2b_NLL,l_1k2b_AIC,l_1k2b_BIC,l_2k1b_NLL,l_2k1b_AIC,l_2k1b_BIC,l_2k2b_NLL,l_2k2b_AIC,l_2k2b_BIC,h_1k1b_NLL,h_1k1b_AIC,h_1k1b_BIC,h_1k2b_NLL,h_1k2b_AIC,h_1k2b_BIC,h_2k1b_NLL,h_2k1b_AIC,h_2k1b_BIC,h_2k2b_NLL,h_2k2b_AIC,h_2k2b_BIC,grupo
4961,14.8968613688515,33.7937227377029,37.5361247595187,22.7178371321579,51.4356742643158,57.0492772970395,14.896861370892,35.793722741784,41.4073257745077,22.7178371321666,53.4356742643332,60.9204783079647,10.0347684426973,24.0695368853947,27.8119389072105,21.230072688937,48.4601453778739,54.0737484105976,14.2018947400963,34.4037894801926,40.0173925129163,21.23007268858,50.4601453771599,57.9449494207915,11.8865205579566,27.7730411159133,31.515443137729,21.6960040508092,49.3920081016183,55.005611134342,14.6833437947229,35.3666875894458,40.9802906221695,21.6960040527342,51.3920081054684,58.8768121490999,1
5096,11.0903630073764,26.1807260147529,29.9231280365687,22.1807177866169,50.3614355732338,55.9750386059575,11.0903628344091,28.1807256688183,33.7943287015419,22.1807496381784,52.3614992763569,59.8463033199884,-0,4,7.74240202181578,16.6355323334387,39.2710646668774,44.884667699601,5.54517744447956,17.0903548889591,22.7039579216828,16.6355323334387,41.2710646668774,48.7558687105089,-0,4,7.74240202181578,16.6355323334387,39.2710646668774,44.884667699601,5.54517744447956,17.0903548889591,22.7039579216828,16.6355323334387,41.2710646668774,48.7558687105089,1
5113,32.450098370151,68.9001967403019,72.6425987621177,23.8085867806665,53.617173561333,59.2307765940567,14.7148047884796,35.4296095769592,41.0432126096829,23.8085867806666,55.6171735613332,63.1019776049647,32.4663654930269,68.9327309860538,72.6751330078696,19.5035488273981,45.0070976547961,50.6207006875198,6.93147180559945,19.8629436111989,25.4765466439226,19.5035488274527,47.0070976549054,54.491901698537,32.4178858027592,68.8357716055183,72.5781736273341,21.5738710562515,49.1477421125029,54.7613451452266,6.93147180559945,19.8629436111989,25.4765466439226,21.573871042917,51.1477420858341,58.6325461294656,0
5156,16.6737651079566,37.3475302159133,41.089932237729,26.478209284288,58.956418568576,64.5700216012997,16.6735527156476,39.3471054312953,44.9607084640189,26.4782089647065,60.9564179294131,68.4412219730446,13.1311700071472,30.2623400142945,34.0047420361103,26.0969225912113,58.1938451824225,63.8074482151462,16.6200166641454,39.2400333282909,44.8536363610145,26.0969225902022,60.1938451804045,67.678649224036,14.2858306256126,32.5716612512252,36.314063273041,26.1387907192407,58.2775814384815,63.8911844712051,16.6726319020903,39.3452638041806,44.9588668369043,26.1387907190326,60.2775814380652,67.7623854816968,0
5273,16.66124861444,37.32249722888,41.0648992506958,24.6131613412404,55.2263226824807,60.8399257152044,16.6612086947062,39.3224173894124,44.9360204221361,24.6131615413351,57.2263230826701,64.7111271263017,14.0992542961227,32.1985085922453,35.9409106140611,23.3252632776904,52.6505265553809,58.2641295881046,15.5398257227896,37.0796514455793,42.6932544783029,23.3252632778591,54.6505265557183,62.1353305993498,15.3957363042932,34.7914726085864,38.5338746304021,24.2397928232261,54.4795856464523,60.093188679176,16.3669636514099,38.7339273028199,44.3475303355436,24.239792822994,56.479585645988,63.9643896896196,1
5495,23.865164256301,51.7303285126021,55.4727305344178,29.6996539364177,65.3993078728354,71.0129109055591,22.9301368230873,51.8602736461746,57.4738766788983,29.6996539364177,67.3993078728355,74.884111916467,22.4721809543618,48.9443619087237,52.6867639305394,29.711958101459,65.4239162029179,71.0375192356416,22.7035508360434,51.4071016720868,57.0207047048105,29.7119580998762,67.4239161997525,74.908720243384,23.374126359533,50.7482527190661,54.4906547408818,29.757957333923,65.5159146678459,71.1295177005696,21.6361659427689,49.2723318855378,54.8859349182615,29.75795733523,67.51591467046,75.0007187140915,0
5654,27.9103101625484,59.8206203250967,63.5630223469125,27.7607161832066,61.5214323664131,67.1350353991368,20.4013297573559,46.8026595147119,52.4162625474355,27.7607161832066,63.5214323664131,71.0062364100447,27.8857289064425,59.7714578128849,63.5138598347007,27.8852063482206,61.7704126964412,67.3840157291649,19.6847795611651,45.3695591223303,50.9831621550539,27.8852063488107,63.7704126976214,71.255216741253,27.8706005735287,59.7412011470573,63.4836031688731,28.1838158947089,62.3676317894179,67.9812348221416,17.6192418619085,41.2384837238171,46.8520867565407,28.1838158952692,64.3676317905384,71.85243583417,0
5822,11.0903630073764,26.1807260147529,29.9231280365687,22.1807177866169,50.3614355732338,55.9750386059575,11.0903628344091,28.1807256688183,33.7943287015419,22.1807496381784,52.3614992763569,59.8463033199884,-0,4,7.74240202181578,16.6355323334387,39.2710646668774,44.884667699601,5.54517744447956,17.0903548889591,22.7039579216828,16.6355323334387,41.2710646668774,48.7558687105089,-0,4,7.74240202181578,16.6355323334387,39.2710646668774,44.884667699601,5.54517744447956,17.0903548889591,22.7039579216828,16.6355323334387,41.2710646668774,48.7558687105089,1
5835,7.62462708009905,19.2492541601981,22.9916561820139,17.3292561942544,40.6585123885087,46.2721154212324,7.62461907534314,21.2492381506863,26.86284118341,17.3286875509149,42.6573751018297,50.1421791454613,6.3103122615717,16.6206245231434,20.3630265449592,17.2231217958302,40.4462435916605,46.0598466243841,7.5190612679889,21.0381225359778,26.6517255687015,17.2231217958298,42.4462435916596,49.9310476352911,-0,4,7.74240202181578,13.169796430639,32.3395928612779,37.9531958940016,-0,6,11.6136030327237,13.169796430639,34.3395928612779,41.8243969049095,1
5918,25.017482240817,54.034964481634,57.7773665034497,23.2966758689833,52.5933517379666,58.2069547706903,21.8390478272117,49.6780956544233,55.291698687147,23.2966778489645,54.5933556979291,62.0781597415607,25.9803947010759,55.9607894021517,59.7031914239675,25.522237226219,57.0444744524379,62.6580774851616,22.3948092088131,50.7896184176262,56.4032214503498,25.5222372261181,59.0444744522362,66.5292784958678,26.6623849110714,57.3247698221428,61.0671718439585,26.0246705928006,58.0493411856013,63.6629442183249,27.1016431425715,60.2032862851431,65.8168893178667,26.0246699129961,60.0493398259922,67.5341438696237,0
6055,20.3785006822827,44.7570013645653,48.4994033863811,27.884110521874,61.7682210437479,67.3818240764716,20.3785022822576,46.7570045645151,52.3706075972388,27.8841105211393,63.7682210422786,71.2530250859102,14.5564823923183,33.1129647846365,36.8553668064523,24.4930590114997,54.9861180229995,60.5997210557232,18.5446826105544,43.0893652211087,48.7029682538324,24.4930590114997,56.9861180229995,64.4709220666311,18.5100667602046,41.0201335204093,44.762535542225,26.1559441894527,58.3118883789054,63.9254914116291,20.0249478833754,46.0498957667507,51.6634987994744,26.1559441835992,60.3118883671985,67.79669241083,0
6121,11.0903629923061,26.1807259846122,29.923128006428,22.1807246660298,50.3614493320595,55.9750523647832,11.0903585020337,28.1807170040674,33.7943200367911,22.1807113494136,52.3614226988273,59.8462267424588,-0,4,7.74240202181578,16.6355323334387,39.2710646668774,44.884667699601,5.54517744447956,17.0903548889591,22.7039579216828,16.6355323334387,41.2710646668774,48.7558687105089,-0,4,7.74240202181578,16.6355323334387,39.2710646668774,44.884667699601,5.54517744447956,17.0903548889591,22.7039579216828,16.6355323334387,41.2710646668774,48.7558687105089,0
6246,32.5476330123603,69.0952660247207,72.8376680465365,27.1984755650446,60.3969511300891,66.0105541628128,21.1458989965322,48.2917979930644,53.9054010257881,27.1984755650445,62.3969511300891,69.8817551737206,32.5498596511396,69.0997193022793,72.842121324095,22.2226721819644,50.4453443639288,56.0589473966525,17.8083114887826,41.6166229775652,47.2302260102889,22.2226721825699,52.4453443651398,59.9301484087714,32.5510339036147,69.1020678072294,72.8444698290452,22.1496525158482,50.2993050316963,55.91290806442,12.1565210462711,30.3130420925422,35.9266451252659,22.1496525171746,52.2993050343492,59.7841090779808,1
