subject_id,family,model,k_self,k_other,beta_self,beta_other,NLL,AIC,BIC
1,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
2,parabolic,1K1B,7.16438308069617e-09,7.16438308069617e-09,18.9183454598353,18.9183454598353,11.0903629829924,26.1807259659849,29.9231279878007
3,parabolic,1K1B,4.16293152441947e-08,4.16293152441947e-08,0.673996518957321,0.673996518957321,29.4632986813649,62.9265973627299,66.6689993845457
4,parabolic,1K1B,2.1534410784858e-08,2.1534410784858e-08,1.24871451383465,1.24871451383465,23.8834503365253,51.7669006730506,55.5093026948663
5,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
6,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
7,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
8,parabolic,1K1B,4.49147246955214e-09,4.49147246955214e-09,1.39990499585305,1.39990499585305,22.5615590413289,49.1231180826578,52.8655201044736
9,parabolic,1K1B,3.60372921564703e-09,3.60372921564703e-09,1.83421564061185,1.83421564061185,19.3672600634322,42.7345201268645,46.4769221486802
10,parabolic,1K1B,0.0525528454062474,0.0525528454062474,7.6297737256684,7.6297737256684,7.64129424238501,19.28258848477,23.0249905065858
11,parabolic,1K1B,0.0704169552884693,0.0704169552884693,1.98472001100066,1.98472001100066,21.1984965215298,46.3969930430596,50.1393950648754
12,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
13,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
14,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
15,parabolic,1K1B,1.19419704195116e-07,1.19419704195116e-07,0.540202028829669,0.540202028829669,30.6748423220071,65.3496846440142,69.09208666583
16,parabolic,1K1B,0.0379525623096348,0.0379525623096348,0.244367054364512,0.244367054364512,32.8408418959541,69.6816837919082,73.4240858137239
17,parabolic,1K1B,7.12536392808954e-09,7.12536392808954e-09,18.7089495003536,18.7089495003536,11.0903630073764,26.1807260147529,29.9231280365687
18,parabolic,1K1B,0.11687236865139,0.11687236865139,0.995183915315384,0.995183915315384,28.1470339345615,60.2940678691231,64.0364698909388
19,parabolic,1K1B,2.28070137013992e-08,2.28070137013992e-08,0.419617672285879,0.419617672285879,31.6328643191039,67.2657286382078,71.0081306600236
